"","this_player","min_age","max_age","num_years","num_teams","pts_prime","max_avg_pts"
"119.659","Keith McLeod",24,27,3,5,25,"7.8"
"119.662","Roshown McLeod",23,25,2,3,25,"9.9"
"119.666","Jack McMahon",24,31,7,3,25,"10"
"119.669","Nate McMillan",22,33,11,1,23,"7.6"
"119.672","Tom McMillen",23,33,10,5,25,"9.9"
"119.675","Jim McMillian",22,30,8,4,24,"18.9"
"119.678","Shellie McMillon",22,25,3,3,25,"11.8"
"119.681","Mal McMullen",22,23,1,1,22,"5.6"
"119.684","Chet McNabb",27,27,0,1,27,"0"
"119.687","Mark McNamara",23,31,8,7,24,"Did Not Play (other pro league—Italy)"
"119.691","Joe McNamee",24,25,1,3,25,"4.5"
"119.694","Jerel McNeal",27,27,0,1,27,"1.5"
"119.697","Chris McNealy",24,26,2,1,24,"5.7"
"119.700","Bob McNeill",22,23,1,4,22,"5.8"
"119.703","Larry McNeill",23,28,5,7,27,"11.9"
"119.706","Carl McNulty",24,24,0,1,24,"2"
"119.709","Paul McPherson",22,22,0,3,22,"6.8"
"119.712","Roy McPipe",24,24,0,1,24,"4.2"
"119.715","Cozell McQueen",25,25,0,1,25,"2"
"119.718","Jordan McRae",24,25,1,3,24,"5.3"
"119.721","Thales McReynolds",22,22,0,1,22,"0.6"
"119.724","Josh McRoberts",20,30,10,8,25,"9.3"
"119.727","Eric McWilliams",22,22,0,1,22,"2"
"119.730","George Mearns",24,25,1,1,24,"6.7"
"119.733","Stanislav Medvedenko",21,27,6,2,24,"8.3"
"119.735","Darnell Mee",22,23,1,1,22,"1.9"
"119.738","Jodie Meeks",22,30,8,7,26,"15.7"
"119.741","Cliff Meely",24,28,4,3,24,"9.9"
"119.744","Scott Meents",26,27,1,1,26,"2.1"
"119.747","Dick Mehen",27,29,2,6,27,"14.4"
"119.750","Monk Meineke",22,27,5,4,22,"Did Not Play (retired)"
"119.753","Carl Meinhold",21,22,1,4,22,"6.3"
"119.756","Salah Mejri",29,31,2,1,29,"3.7"
"119.758","Gal Mekel",25,26,1,2,25,"2.4"
"119.761","Bill Melchionni",22,31,9,3,27,"Did Not Play (other league—EPBL)"
"119.764","Gary Melchionni",23,24,1,1,24,"8.5"
"119.767","Fab Melo",22,22,0,1,22,"1.2"
"119.770","Ed Melvin",30,30,0,1,30,"4.9"
"119.773","Dean Meminger",23,28,5,2,25,"8.3"
"119.776","Chuck Mencel",22,23,1,1,23,"9.2"
"119.779","John Mengelt",22,31,9,6,25,"11"
"119.782","Ken Menke",27,27,0,1,27,"2.5"
"119.785","Pops Mensah-Bonsu",23,27,4,7,25,"Did Not Play"
"119.788","Dewitt Menyard",23,23,0,1,23,"9.1"
"119.791","Ron Mercer",21,28,7,8,24,"19.7"
"119.794","Joe Meriweather",22,31,9,6,23,"11.1"
"119.797","Porter Meriwether",22,22,0,1,22,"3.8"
"119.800","Tom Meschery",23,32,9,3,24,"16"
"119.803","Bill Meyer",24,24,0,1,24,"3.1"
"119.806","Loren Meyer",23,26,3,5,24,"Did Not Play (injury)"
"119.809","Dave Meyers",22,26,4,2,24,"Did Not Play (injury—back)"
"119.812","Stan Miasek",23,29,6,6,23,"Did Not Play (other pro league—NPBL)"
"119.814","Larry Micheaux",23,24,1,4,24,"4.2"
"119.817","Jordan Mickey",21,23,2,2,23,"4"
"119.820","Khris Middleton",21,26,5,2,26,"20.1"
"119.823","Red Mihalik",30,30,0,1,30,"0.9"
"119.825","Chris Mihm",21,29,8,5,26,"Did Not Play (injury—ankle)"
"119.828","Ed Mikan",23,28,5,7,23,"9.9"
"119.831","George Mikan",24,31,7,2,26,"Did Not Play (retired)"
"119.834","Larry Mikan",22,22,0,1,22,"3"
"119.837","Vern Mikkelsen",21,30,9,1,26,"18.7"
"119.840","Al Miksis",21,21,0,1,21,"3.4"
"119.843","Aaron Miles",22,22,0,1,22,"0.8"
"119.846","C.J. Miles",18,30,12,4,27,"13.5"
"119.848","Darius Miles",19,27,8,6,24,"Did Not Play (injury—knee)"
"119.850","Eddie Miles",23,31,8,4,25,"19.6"
"119.853","Marko Milic",20,21,1,1,20,"2.8"
"119.855","Darko Milicic",18,27,9,7,25,"8.8"
"119.857","Nat Militzok",23,23,0,3,23,"4.8"
"119.860","Andre Miller",23,39,16,10,31,"17"
"119.863","Anthony Miller",23,33,10,7,23,"Did Not Play (other pro league—CBA)"
"119.866","Bill Miller",24,24,0,3,24,"2.8"
"119.869","Bob Miller",27,27,0,1,27,"2"
"119.872","Brad Miller",22,35,13,7,28,"15.6"
"119.875","Darius Miller",22,27,5,3,27,"Did Not Play"
"119.878","Dick Miller",22,22,0,3,22,"1.3"
"119.881","Eddie Miller",21,22,1,3,21,"11.6"
"119.884","Harry Miller",23,23,0,1,23,"2.9"
"119.887","Jay Miller",24,27,3,5,25,"12.5"
"119.890","Larry Miller",22,28,6,6,25,"18.4"
"119.893","Malcolm Miller",24,24,0,1,24,"2.5"
"119.896","Mike Miller",20,36,16,8,26,"18.5"
"119.899","Oliver Miller",22,33,11,9,25,"Did Not Play (other pro league—Poland)"
"119.902","Quincy Miller",20,22,2,4,21,"4.9"
"119.905","Reggie Miller",22,39,17,1,24,"24.6"
"119.908","Walt Miller",31,31,0,1,31,"1.9"
"119.911","Chris Mills",24,33,9,3,30,"16.1"
"119.915","John Mills",27,27,0,1,27,"3.9"
"119.918","Patty Mills",21,29,8,2,23,"10.3"
"119.921","Terry Mills",23,33,10,6,26,"17.3"
"119.924","Elijah Millsap",27,29,2,2,27,"5.3"
"119.928","Paul Millsap",21,32,11,3,31,"18.1"
"119.931","Harold Miner",21,24,3,2,22,"10.5"
"119.934","Yao Ming",22,30,8,2,26,"Did Not Play (injury—foot)"
"119.936","Dirk Minniefield",25,27,2,5,26,"7.7"
"119.939","Dave Minor",29,30,1,3,29,"8.3"
"119.942","Greg Minor",23,27,4,1,24,"9.6"
"119.945","Mark Minor",22,22,0,1,22,"1.3"
"119.948","Nikola Mirotic",23,26,3,3,26,"16.8"
"119.950","Wat Misaka",24,24,0,1,24,"2.3"
"119.953","Jason Miskiri",24,24,0,1,24,"0"
"119.956","Donovan Mitchell",21,21,0,1,21,"20.5"
"119.959","Leland Mitchell",26,26,0,1,26,"4.1"
"119.962","Mike Mitchell",23,32,9,3,25,"24.5"
"119.965","Murray Mitchell",26,26,0,1,26,"1"
"119.968","Sam Mitchell",26,38,12,2,27,"14.6"
"119.971","Todd Mitchell",22,22,0,3,22,"5.4"
"119.974","Tony Mitchell",24,24,0,1,24,"2"
"119.977","Tony Mitchell",21,21,0,1,21,"1"
"119.980","Naz Mitrou-Long",24,24,0,1,24,"3"
"119.983","Steve Mix",22,35,13,7,27,"Did Not Play (other pro league—CBA)"
"119.986","Bill Mlkvy",22,22,0,1,22,"5.8"
"119.989","Cuttino Mobley",23,33,10,5,26,"21.7"
"119.992","Eric Mobley",24,26,2,3,25,"5.4"
"119.995","Doug Moe",29,33,4,4,29,"24.2"
"119.998","Larry Moffett",23,23,0,1,23,"0.8"
"119.1001","Leo Mogus",25,29,4,8,27,"Did Not Play (other pro league—AAPBL)"
"119.1004","Nazr Mohammed",21,38,17,9,23,"12.3"
"119.1007","Jerome Moiso",22,26,4,7,24,"4"
"119.1010","Paul Mokeski",23,34,11,6,24,"7.1"
"119.1013","Jack Molinas",22,22,0,1,22,"11.6"
"119.1016","Wayne Molis",23,24,1,4,24,"5.4"
"119.1019","Sidney Moncrief",22,33,11,3,25,"Did Not Play (retired)"
"119.1022","Eric Money",19,24,5,4,22,"18.6"
"119.1025","Sergei Monia",22,22,0,3,22,"3.3"
"119.1027","Malik Monk",19,19,0,1,19,"6.7"
"119.1030","Earl Monroe",23,35,12,3,24,"25.8"
"119.1033","Greg Monroe",20,27,7,5,22,"16"
"119.1036","Rodney Monroe",23,23,0,1,23,"3.4"
"119.1039","Luis Montero",22,24,2,3,22,"Did Not Play"
"119.1042","Howie Montgomery",22,22,0,1,22,"7.2"
"119.1045","Eric Montross",23,30,7,7,23,"10"
"119.1048","Jamario Moon",27,31,4,6,27,"8.5"
"119.1051","Jim Mooney",22,22,0,1,22,"7.5"
"119.1054","Andre Moore",23,23,0,3,23,"2.9"
"119.1057","Ben Moore",22,22,0,1,22,"0"
"119.1060","E'Twaun Moore",22,28,6,4,28,"12.5"
"119.1063","Gene Moore",23,29,6,7,24,"17.7"
"119.1066","Jackie Moore",22,24,2,4,22,NA
"119.1069","Johnny Moore",22,31,9,4,27,"Did Not Play (other pro league—Mexico)"
"119.1072","Larry Moore",NA,NA,NA,1,NA,"2.3"
"119.1073","Lowes Moore",23,25,2,3,24,"11.3"
"119.1076","Mikki Moore",23,36,13,11,31,"Did Not Play"
"119.1079","Otto Moore",22,30,8,6,23,"11.9"
"119.1082","Richard Moore",NA,NA,NA,1,NA,"3.8"
"119.1084","Ron Moore",26,26,0,3,26,"2.8"
"119.1088","Tracy Moore",26,31,5,4,30,"Did Not Play (other pro league—CBA)"
"119.1091","Eric Moreland",23,26,3,3,26,"Did Not Play"
"119.1094","Jackie Moreland",22,31,9,3,30,"Did Not Play"
"119.1097","Guy Morgan",22,22,0,1,22,"1.9"
"119.1100","Rex Morgan",22,23,1,1,22,"3.4"
"119.1103","Elmore Morgenthaler",24,26,2,3,26,"Did Not Play (other pro league—PBLA, ABL)"
"119.1106","Darren Morningstar",24,24,0,3,24,"4.3"
"119.1110","Chris Morris",23,33,10,3,24,"14.8"
"119.1113","Darius Morris",21,24,3,6,23,"6.9"
"119.1116","Isaiah Morris",23,23,0,1,23,"2.2"
"119.1119","Jaylen Morris",22,22,0,1,22,"4.7"
"119.1122","Marcus Morris",22,28,6,5,26,"14.1"
"119.1125","Markieff Morris",22,28,6,3,25,"15.3"
"119.1128","Max Morris",24,24,0,1,24,"12.6"
"119.1131","Monte Morris",22,22,0,1,22,"3.3"
"119.1134","Randolph Morris",21,24,3,2,22,"3.1"
"119.1137","Terence Morris",23,27,4,4,23,"Did Not Play (other pro league—Greece)"
"119.1140","Adam Morrison",22,25,3,4,22,"Did Not Play (injury—knee)"
"119.1143","John Morrison",22,22,0,1,22,"3"
"119.1146","Mike Morrison",22,22,0,1,22,"2"
"119.1149","Red Morrison",22,25,3,3,22,"Did Not Play"
"119.1152","Anthony Morrow",23,31,8,8,25,"13.2"
"119.1155","Dwayne Morton",23,23,0,1,23,"4.1"
"119.1158","John Morton",22,24,2,3,23,"5.4"
"119.1161","Richard Morton",22,22,0,1,22,"3"
"119.1164","Glenn Mosley",22,23,1,2,23,"3.3"
"119.1167","Perry Moss",27,28,1,4,27,"4.6"
"119.1170","Lawrence Moten",23,25,2,2,24,"6.7"
"119.1173","Donatas Motiejunas",22,26,4,2,24,"12"
"119.1175","Johnathan Motley",22,22,0,1,22,"8.7"
"119.1178","Hanno Mottola",24,25,1,1,25,"4.8"
"119.1181","Arnett Moultrie",22,23,1,1,22,"3.7"
"119.1185","Rick Mount",24,28,4,5,28,"17.1"
"119.1188","Alonzo Mourning",22,37,15,5,25,"Did Not Play (illness—kidney disease)"
"119.1191","Timofey Mozgov",24,31,7,6,28,"10.6"
"119.1193","Chuck Mrazovich",26,26,0,1,26,"3.4"
"119.1196","Emmanuel Mudiay",19,21,2,3,19,"12.8"
"119.1198","Erwin Mueller",22,29,7,7,22,"12.7"
"119.1201","Shabazz Muhammad",21,25,4,3,22,"13.5"
"119.1204","Joe Mullaney",25,25,0,1,25,"0.8"
"119.1207","Bob Mullens",24,24,0,3,24,"8.5"
"119.1210","Byron Mullens",20,24,4,5,23,"10.6"
"119.1213","Chris Mullin",22,37,15,2,25,"26.5"
"119.1216","Jeff Mullins",22,33,11,3,26,"22.8"
"119.1219","Todd Mundt",25,25,0,3,25,"1.3"
"119.1223","Xavier Munford",23,25,2,3,23,"Did Not Play"
"119.1226","Chris Munk",23,23,0,1,23,"1.2"
"119.1229","George Munroe",25,26,1,2,25,"7"
"119.1232","Eric Murdock",23,31,8,8,25,"15.3"
"119.1235","Gheorghe Muresan",22,28,6,3,24,"Did Not Play (injury)"
"119.1237","Allen Murphy",23,24,1,2,23,"3.9"
"119.1240","Calvin Murphy",22,34,12,2,29,"25.6"
"119.1243","Dick Murphy",25,25,0,3,25,"1.3"
"119.1246","Erik Murphy",23,23,0,1,23,"0.3"
"119.1249","Jay Murphy",22,25,3,2,24,"3.4"
"119.1252","John Murphy",22,22,0,3,22,"2.7"
"119.1254","Kevin Murphy",22,22,0,1,22,"0.9"
"119.1257","Ronnie Murphy",23,23,0,1,23,"2"
"119.1260","Tod Murphy",24,30,6,7,26,"Did Not Play (other pro league—Spain)"
"119.1263","Troy Murphy",21,32,11,7,24,"15.4"
"119.1266","Dejounte Murray",20,21,1,1,21,"8.1"
"119.1269","Jamal Murray",19,20,1,1,20,"16.7"
"119.1272","Ken Murray",22,26,4,5,22,"Did Not Play (military service)"
"119.1275","Lamond Murray",21,32,11,5,28,"Did Not Play (injury)"
"119.1278","Ronald Murray",23,30,7,9,26,"13.5"
"119.1282","Tracy Murray",21,32,11,8,24,"16.2"
"119.1285","Willie Murrell",26,28,2,4,26,"16.4"
"119.1288","Dorie Murrey",23,28,5,5,24,"7.3"
"119.1291","Toure' Murry",24,25,1,4,24,"2.7"
"119.1294","Mike Muscala",22,26,4,1,26,"7.6"
"119.1297","Angelo Musi",28,30,2,1,28,"9.4"
"119.1300","Jerrod Mustaf",21,24,3,2,23,"4.6"
"119.1303","Dikembe Mutombo",25,42,17,7,25,"16.6"
"119.1306","Martin Muursepp",22,23,1,3,23,"5.7"
"119.1308","Pete Myers",23,34,11,9,30,"Did Not Play (other pro league—Italy)"
"126.36","Hamady N'Diaye",24,27,3,3,24,"Did Not Play"
"126.39","Makhtar N'Diaye",25,25,0,1,25,"1.3"
"126.43","Mamadou N'Diaye",25,29,4,5,27,"5.5"
"126.46","Boniface N'Dong",28,28,0,1,28,"2.2"
"126.48","Bob Naber",23,23,0,1,23,"0.3"
"126.51","Boris Nachamkin",21,21,0,1,21,"3.3"
"126.54","Bostjan Nachbar",22,27,5,5,27,"9.8"
"126.56","Abdel Nader",24,24,0,1,24,"3"
"126.60","Jerry Nagel",21,21,0,1,21,"0.9"
"126.63","Fritz Nagy",25,25,0,1,25,"5.1"
"126.66","Lee Nailon",25,30,5,8,29,"14.2"
"126.70","Eduardo Najera",24,35,11,6,28,"6.9"
"126.73","Larry Nance",22,34,12,3,27,"22.5"
"126.76","Larry Nance",23,25,2,3,25,"8.9"
"126.79","Shabazz Napier",23,26,3,3,26,"8.7"
"126.82","Paul Napolitano",25,25,0,1,25,"0"
"126.85","Bob Nash",22,28,6,4,28,"Did Not Play"
"126.88","Cotton Nash",22,25,3,5,25,"Did Not Play"
"126.91","Steve Nash",22,39,17,3,31,"18.8"
"126.94","Swen Nater",24,34,10,8,31,"15.6"
"126.97","Howard Nathan",24,24,0,1,24,"2.6"
"126.101","Calvin Natt",23,33,10,6,28,"23.3"
"126.104","Kenny Natt",22,26,4,5,24,"Did Not Play (other pro league—CBA)"
"126.107","Willie Naulls",22,31,9,5,27,"25"
"126.110","Juan Carlos Navarro",27,27,0,1,27,"10.9"
"126.112","Maurice Ndour",24,24,0,1,24,"3.1"
"126.115","Craig Neal",24,26,2,5,26,"Did Not Play (other pro league—CBA)"
"126.118","Gary Neal",26,32,6,8,30,"11.8"
"126.122","Jim Neal",23,24,1,2,23,"4.7"
"126.125","Lloyd Neal",22,28,6,1,25,"15.5"
"126.128","Ed Nealy",22,32,10,7,22,"Did Not Play (other pro league—CBA)"
"126.131","Nemanja Nedovic",22,22,0,1,22,"1.1"
"126.133","Al Negratti",25,25,0,1,25,"2.8"
"126.136","Barry Nelson",22,22,0,1,22,"1.3"
"126.139","DeMarcus Nelson",23,23,0,1,23,"4.1"
"126.142","Don Nelson",22,35,13,3,29,"15.4"
"126.145","Jameer Nelson",22,35,13,7,26,"16.7"
"126.148","Louie Nelson",22,26,4,6,24,"12.5"
"126.151","Ron Nelson",24,24,0,1,24,"3.2"
"126.154","Ruben Nembhard",24,24,0,3,24,"4"
"126.157","Dick Nemelka",27,27,0,1,27,"5.5"
"126.160","Tyrone Nesby",23,26,3,3,24,"13.3"
"126.163","Martin Nessley",22,22,0,3,22,"1.2"
"126.166","Rasho Nesterovic",22,33,11,4,26,"11.2"
"126.168","Raul Neto",23,25,2,1,23,"5.9"
"126.170","Bob Netolicky",25,33,8,4,27,"20.6"
"126.173","Johnny Neumann",20,26,6,10,21,"19.6"
"126.176","Paul Neumann",24,29,5,4,27,"14.4"
"126.179","Chuck Nevitt",23,34,11,9,23,"Did Not Play (other pro league—USBL)"
"126.182","Melvin Newbern",25,25,0,1,25,"3.6"
"126.185","Ivano Newbill",24,27,3,4,27,"Did Not Play (other pro league—CBA)"
"126.188","Ira Newble",26,33,7,6,27,"8"
"126.191","Mike Newlin",23,33,10,3,32,"21.4"
"126.194","Johnny Newman",23,38,15,8,27,"16.9"
"126.197","Dave Newmark",22,24,2,3,24,"7.5"
"126.200","Bill Newton",22,23,1,1,22,"2.4"
"126.203","Georges Niang",23,24,1,2,24,"1"
"126.206","Demetris Nichols",23,24,1,4,24,"2.5"
"126.209","Jack Nichols",22,31,9,6,26,"Did Not Play (military service—U.S. Marine Corps)"
"126.212","Andrew Nicholson",23,27,4,4,23,"7.8"
"126.215","Gaylon Nickerson",27,27,0,3,27,"4.3"
"126.221","Carl Nicks",22,24,2,4,23,"7.4"
"126.224","Rich Niemann",22,25,3,7,23,"11.3"
"126.227","Richie Niemiera",27,28,1,3,27,"6.6"
"126.230","Mike Niles",25,25,0,1,25,"2.6"
"126.233","Kurt Nimphius",23,31,8,7,27,"Did Not Play (other pro league—Spain)"
"126.236","Dyron Nix",22,22,0,1,22,"2"
"126.239","Norm Nixon",22,33,11,5,24,"Did Not Play (injury—knee)"
"126.242","Joakim Noah",22,32,10,2,28,"12.6"
"126.245","Chuck Noble",24,30,6,2,28,"11.3"
"126.248","Andres Nocioni",25,32,7,4,27,"14.1"
"126.250","David Noel",22,22,0,1,22,"2.7"
"126.253","Nerlens Noel",20,23,3,3,21,"11.1"
"126.256","Paul Noel",23,27,4,2,24,"3.8"
"126.259","Lucas Nogueira",22,25,3,1,24,"4.4"
"126.261","Jim Nolan",22,22,0,1,22,"1.6"
"126.264","Paul Nolen",24,24,0,1,24,"0"
"126.267","Jeff Nordgaard",24,24,0,1,24,"1.4"
"126.270","Bevo Nordmann",22,25,3,5,23,"10.7"
"126.273","Johnny Norlander",25,29,4,1,25,"10.4"
"126.276","Connie Norman",21,25,4,3,25,"Did Not Play"
"126.279","Ken Norman",23,32,9,3,24,"18.1"
"126.282","Audie Norris",22,24,2,1,24,"5.1"
"126.285","Moochie Norris",23,32,9,7,28,"Did Not Play (other pro league—CBA)"
"126.289","Sylvester Norris",22,22,0,1,22,"2.4"
"126.292","Willie Norwood",24,30,6,4,25,"8.3"
"126.295","George Nostrand",23,26,3,7,26,"12"
"126.298","Stan Noszka",26,28,2,2,26,"8.7"
"126.301","Mike Novak",33,38,5,5,33,"Did Not Play (other pro league—NPBL)"
"126.304","Steve Novak",23,33,10,10,28,"8.8"
"126.307","Mel Nowell",23,28,5,3,28,"Did Not Play"
"126.310","Dirk Nowitzki",20,39,19,1,27,"26.6"
"126.312","Frank Ntilikina",19,19,0,1,19,"5.9"
"126.314","James Nunnally",23,23,0,3,23,"4.5"
"126.317","Jusuf Nurkic",20,23,3,3,22,"15.2"
"126.319","Dennis Nutt",23,23,0,1,23,"2.3"
"126.322","David Nwaba",24,25,1,2,25,"7.9"
"126.325","Julius Nwosu",23,23,0,1,23,"1.3"
"133.36","Charles O'Bannon",22,23,1,1,23,"3.1"
"133.39","Ed O'Bannon",23,24,1,3,23,"6.2"
"133.42","John O'Boyle",24,24,0,1,24,"4.2"
"133.45","Bob O'Brien",21,22,1,3,21,"2.2"
"133.48","J.J. O'Brien",23,23,0,1,23,"0"
"133.51","Jim O'Brien",22,23,1,2,23,"4.9"
"133.54","Jimmy O'Brien",21,24,3,4,23,"8.6"
"133.57","Ralph O'Brien",23,24,1,4,23,"9"
"133.60","Johnny O'Bryant",21,24,3,4,24,"4.8"
"133.63","Patrick O'Bryant",20,23,3,4,22,"4.7"
"133.66","Dermie O'Connell",20,21,1,3,20,"9.7"
"133.69","Andy O'Donnell",24,24,0,1,24,"3.6"
"133.72","Buddy O'Grady",27,29,2,4,29,"4.8"
"133.75","Fran O'Hanlon",22,22,0,1,22,"1.6"
"133.78","Dick O'Keefe",24,27,3,1,26,"7"
"133.81","Tommy O'Keefe",22,22,0,3,22,"4"
"133.84","Mike O'Koren",22,29,7,2,23,"11.4"
"133.87","Grady O'Malley",21,21,0,1,21,"2.1"
"133.90","Jermaine O'Neal",18,35,17,8,26,"24.3"
"133.92","Shaquille O'Neal",20,38,18,7,27,"29.7"
"133.95","Royce O'Neale",24,24,0,1,24,"5"
"133.98","Mike O'Neill",NA,NA,NA,1,NA,"3"
"133.100","Kyle O'Quinn",22,27,5,2,27,"7.1"
"133.103","Kevin O'Shea",25,27,2,4,26,"8.7"
"133.106","Garland O'Shields",25,25,0,1,25,"0.4"
"133.109","Dan O'Sullivan",22,27,5,8,27,"Did Not Play (other pro league—GBA, USBL)"
"133.112","Charles Oakley",22,40,18,5,26,"14.6"
"133.115","Fabricio Oberto",30,35,5,3,32,"4.8"
"133.117","Daniel Ochefu",23,23,0,1,23,"1.3"
"133.120","Greg Oden",21,26,5,3,22,"Did Not Play"
"133.123","Lamar Odom",20,33,13,4,21,"17.2"
"133.126","Bud Ogden",23,24,1,1,23,"4.1"
"133.129","Ralph Ogden",23,23,0,1,23,"1.3"
"133.132","Alan Ogg",23,25,2,4,25,"2.7"
"133.135","Don Ohl",24,33,9,5,29,"20.6"
"133.138","Tim Ohlbrecht",24,24,0,1,24,"1"
"133.140","Semi Ojeleye",23,23,0,1,23,"2.7"
"133.143","Emeka Okafor",22,35,13,5,22,"Did Not Play"
"133.146","Jahlil Okafor",20,22,2,3,20,"17.5"
"133.149","Mehmet Okur",23,32,9,3,26,"18"
"133.151","Victor Oladipo",21,25,4,3,25,"23.1"
"133.154","Hakeem Olajuwon",22,39,17,2,32,"27.8"
"133.157","Mark Olberding",19,30,11,7,19,"15.3"
"133.160","Jawann Oldham",23,33,10,10,28,"Did Not Play (injury)"
"133.163","John Oldham",26,27,1,1,27,"8.4"
"133.166","Frank Oleynick",20,21,1,1,20,"5.9"
"133.169","John Olive",23,24,1,1,23,"1.3"
"133.172","Brian Oliver",22,29,7,5,22,"Did Not Play (other pro league—Italy)"
"133.175","Dean Oliver",23,24,1,1,23,"2.1"
"133.178","Jimmy Oliver",22,29,7,8,28,"Did Not Play (other pro league—Spain)"
"133.181","Kevin Ollie",25,37,12,13,30,"8"
"133.184","Gene Ollrich",27,27,0,1,27,"3.1"
"133.187","Michael Olowokandi",23,31,8,4,27,"12.3"
"133.190","Bud Olsen",22,29,7,7,24,"7.5"
"133.193","Kelly Olynyk",22,26,4,2,26,"11.5"
"133.196","Arinze Onuaku",26,29,3,6,27,"Did Not Play"
"133.199","Chinanu Onuaku",20,21,1,1,21,"4"
"133.202","Barry Orms",22,23,1,4,23,"9.6"
"133.205","Johnny Orr",22,22,0,3,22,"4"
"133.208","Louis Orr",22,29,7,2,26,"12.7"
"133.211","Jose Ortiz",25,26,1,1,26,"3.2"
"133.214","Daniel Orton",21,23,2,3,23,"3"
"133.217","Chuck Osborne",23,23,0,1,23,"1.3"
"133.220","Cedi Osman",22,22,0,1,22,"3.9"
"133.222","Wally Osterkorn",23,26,3,1,25,"8.8"
"133.225","Greg Ostertag",22,32,10,2,23,"7.3"
"133.228","Matt Othick",23,23,0,1,23,"2"
"133.231","Don Otten",28,31,3,6,28,"14.9"
"133.234","Mac Otten",24,24,0,3,24,"3.3"
"133.237","Kelly Oubre",20,22,2,1,22,"11.8"
"133.240","Bo Outlaw",22,36,14,5,26,"9.5"
"133.244","Travis Outlaw",19,29,10,5,23,"13.3"
"133.246","Claude Overton",25,25,0,1,25,"3.9"
"133.249","Doug Overton",23,34,11,10,23,"Did Not Play (other pro league—CBA)"
"133.252","Andre Owens",25,27,2,3,27,"Did Not Play (other pro league—D-League)"
"133.256","Billy Owens",22,31,9,7,23,"16.5"
"133.259","Chris Owens",23,23,0,1,23,"4"
"133.263","Eddie Owens",24,24,0,1,24,"2.6"
"133.266","Jim Owens",23,24,1,1,23,"3.1"
"133.269","Keith Owens",22,22,0,1,22,"1.3"
"133.272","Larry Owens",28,29,1,4,28,"6.2"
"133.275","Red Owens",24,26,2,6,26,"Did Not Play (other pro league—NPBL)"
"133.278","Tom Owens",22,33,11,12,29,"18.5"
"133.281","Ray Owes",24,24,0,1,24,"3.1"
"133.284","Olumide Oyedeji",19,21,2,2,19,"1.5"
"140.36","Joe Pace",23,24,1,1,24,"3.9"
"140.39","Zaza Pachulia",19,33,14,5,22,"12.2"
"140.41","Robert Pack",22,34,12,8,26,"18.1"
"140.44","Wayne Pack",24,24,0,1,24,"2.9"
"140.47","Gerald Paddio",25,28,3,7,25,"Did Not Play (other pro league—CBA)"
"140.50","Scott Padgett",23,30,7,5,25,"6.7"
"140.53","Dana Pagett",22,22,0,1,22,"1"
"140.56","Marcus Paige",24,24,0,1,24,"2.4"
"140.59","Fred Paine",23,23,0,1,23,"2.3"
"140.62","Milt Palacio",21,27,6,7,27,"6.2"
"140.66","Togo Palazzi",22,27,5,3,24,"10.7"
"140.69","Bud Palmer",25,27,2,1,26,"13"
"140.72","Errol Palmer",NA,NA,NA,1,NA,"7.9"
"140.74","Jim Palmer",25,27,2,3,25,"10.3"
"140.77","Walter Palmer",22,24,2,3,24,"Did Not Play (other pro league—Germany)"
"140.80","Andy Panko",23,23,0,1,23,"0"
"140.83","Georgios Papagiannis",19,20,1,3,19,"5.6"
"140.85","Kostas Papanikolaou",24,25,1,2,24,"4.2"
"140.87","Jannero Pargo",23,35,12,12,24,"Did Not Play (other pro league—Russia, Greece)"
"140.90","Jeremy Pargo",25,26,1,4,26,"7.8"
"140.93","Easy Parham",27,29,2,2,27,"5.7"
"140.96","Robert Parish",23,43,20,4,28,"19.9"
"140.99","Med Park",22,26,4,3,25,"9.7"
"140.102","Anthony Parker",22,36,14,5,32,"Did Not Play (other pro league—Israel)"
"140.105","Jabari Parker",19,22,3,1,21,"20.1"
"140.108","Smush Parker",21,26,5,8,24,"Did Not Play (other pro league—Greece, CBA)"
"140.111","Sonny Parker",21,26,5,1,23,"15.2"
"140.114","Tony Parker",19,35,16,1,26,"22"
"140.116","Barry Parkhill",22,24,2,2,23,"7.8"
"140.119","Jack Parkinson",25,25,0,1,25,"0.8"
"140.122","Charles Parks",NA,NA,NA,1,NA,"0"
"140.124","Cherokee Parks",23,31,8,8,25,"7.1"
"140.127","Richard Parks",24,24,0,1,24,"3.3"
"140.130","Jack Parr",22,22,0,1,22,"4"
"140.133","Doyle Parrack",25,25,0,1,25,"4.7"
"140.136","Charlie Parsley",24,24,0,1,24,"2.4"
"140.139","Chandler Parsons",23,29,6,3,25,"16.6"
"140.142","Zarko Paspalj",23,23,0,1,23,"2.6"
"140.144","Marty Passaglia",27,29,2,3,29,"Did Not Play (other pro league—PBLA)"
"140.147","George Pastushok",24,24,0,1,24,"3.1"
"140.150","Myles Patrick",26,26,0,1,26,"1.7"
"140.153","Stan Patrick",27,27,0,3,27,"6.7"
"140.156","Andrae Patterson",23,24,1,1,23,"3.3"
"140.159","George Patterson",28,28,0,1,28,"2"
"140.162","Lamar Patterson",24,25,1,1,24,"2.4"
"140.165","Patrick Patterson",21,28,7,5,23,"11.6"
"140.168","Ruben Patterson",23,32,9,7,31,"14.7"
"140.171","Steve Patterson",23,27,4,3,25,"7.8"
